Date,Open,High,Low,Close,Volume
2025-02-17,197.5118,199.2169,196.041,197.0599,31950997
2025-02-18,199.2527,200.2704,198.0944,199.2726,47724416
2025-02-19,203.6704,205.4973,202.855,203.6117,47294274
2025-02-20,199.5047,200.5708,198.7418,199.4499,18095383
2025-02-21,202.9607,205.134,202.3409,203.3119,17634557
2025-02-24,201.9735,202.0818,200.2326,201.7017,9244946
2025-02-25,199.8123,201.3236,199.6414,200.8163,14875287
2025-02-26,200.5505,202.4088,199.3042,199.6335,18709577
2025-02-27,199.7821,202.07,199.0639,201.332,10862092
2025-02-28,198.7644,198.7767,196.8973,198.3698,33172460
2025-03-03,200.1324,200.4538,198.6137,200.3507,40183604
2025-03-04,203.4649,204.4338,201.5779,202.2422,49637404
2025-03-05,204.1913,204.5078,203.1066,203.1844,21839149
2025-03-06,204.926,206.9245,204.854,205.8784,48020839
2025-03-07,207.6713,209.0803,206.6906,207.8297,35157290
2025-03-10,210.8268,211.2135,210.6382,210.7989,48015746
2025-03-11,206.6645,208.6792,205.9486,207.1501,32021858
2025-03-12,206.3038,207.4845,204.8338,205.9695,30410759
2025-03-13,201.6796,204.6665,200.5821,203.6313,5517752
2025-03-14,202.1772,203.5198,200.2343,203.0038,42587327
2025-03-17,202.6076,205.9656,202.519,204.3632,36523999
2025-03-18,200.2712,201.2041,198.519,200.468,45650865
2025-03-19,200.6542,202.2115,199.0691,200.9571,42972845
2025-03-20,199.3673,200.6491,198.4327,199.2071,46479004
2025-03-21,202.8657,203.9568,201.4279,202.3723,26613594
2025-03-24,205.2243,206.0777,204.4849,204.6179,31878040
2025-03-25,202.7219,204.5647,199.8664,201.1144,29430118
2025-03-26,201.4077,203.9188,199.6016,202.868,45468488
2025-03-27,201.7214,202.9676,200.8849,202.8925,14851784
2025-03-28,200.3981,200.6975,198.899,199.8362,24906903
2025-03-31,205.0039,205.2892,202.5077,203.7055,34664776
2025-04-01,201.8508,203.1606,200.0729,200.7461,38208924
2025-04-02,197.1479,198.2162,196.5969,197.953,27374598
2025-04-03,199.837,200.1447,198.523,199.3984,43845161
2025-04-04,201.3069,203.1297,199.3464,201.7738,44747709
2025-04-07,197.4184,200.1225,197.3668,198.8371,46947138
2025-04-08,194.5203,196.4233,192.1926,193.7401,25191683
2025-04-09,194.7362,194.9233,192.897,193.9029,22485908
2025-04-10,198.5547,198.7301,196.5397,197.2416,21725154
2025-04-11,197.1302,198.9122,195.9299,197.5201,37991241
2025-04-14,193.2621,196.5404,192.0318,194.7178,7883672
2025-04-15,195.5057,197.4198,195.2956,196.7785,31509150
2025-04-16,197.6962,201.0344,196.8866,199.293,20494382
2025-04-17,200.7057,202.1187,199.7222,200.4988,30515061
2025-04-18,202.1326,202.6635,200.2914,202.1446,8013208
2025-04-21,206.0462,206.379,205.6302,205.9239,47237063
2025-04-22,208.5447,208.9695,206.7211,207.9208,30402460
2025-04-23,204.4356,206.4743,203.0401,204.9761,14857446
2025-04-24,208.0404,209.4779,206.5894,207.4536,48814799
2025-04-25,204.018,204.4217,203.6859,203.9011,22567095
2025-04-28,202.3146,203.4635,201.1806,203.3029,8851486
2025-04-29,198.3392,199.3456,197.7255,199.2533,46158837
2025-04-30,196.199,198.1186,195.4283,196.8725,6769520
2025-05-01,196.2288,197.8022,195.9013,196.8568,35382740
2025-05-02,193.9977,195.219,192.8197,194.1085,7066295
2025-05-05,195.7274,196.9109,193.9196,196.7834,26221236
2025-05-06,192.6431,192.8566,191.3255,192.2942,29281370
2025-05-07,189.138,191.9182,187.8035,190.6726,45657873
2025-05-08,187.9643,189.1738,186.8068,187.6802,15555051
2025-05-09,190.8615,191.6515,188.9529,191.4343,29921381
2025-05-12,191.5435,192.2423,189.1338,189.6847,49674257
2025-05-13,189.5623,190.9131,188.1202,188.9291,10614380
2025-05-14,191.7343,192.3387,189.6752,191.3313,17602693
2025-05-15,193.6759,194.9977,191.2308,193.0944,37976075
2025-05-16,194.4953,196.5868,192.7148,195.642,17721748
2025-05-19,199.2147,201.1168,196.5596,198.0637,22847448
2025-05-20,199.7055,200.6977,198.6768,199.9578,20757803
2025-05-21,197.3062,197.396,195.7292,196.5752,47699873
2025-05-22,194.4327,196.8434,193.4776,195.1981,43096589
2025-05-23,197.0332,199.8043,195.746,198.0486,20110485
2025-05-26,196.1734,197.3898,193.9682,195.9095,18081615
2025-05-27,198.8857,199.7901,198.6957,199.0375,47970589
2025-05-28,198.0132,199.858,196.077,198.983,11742692
2025-05-29,203.3271,204.263,202.5647,202.6736,32205274
2025-05-30,202.6051,204.5279,201.8263,203.1472,13087225
2025-06-02,201.3544,202.6381,200.5344,201.1432,46789993
2025-06-03,199.9952,202.3015,198.6853,200.3564,11859225
2025-06-04,197.5494,199.4897,197.2703,198.3502,11742054
2025-06-05,199.093,200.9954,197.4574,199.2317,41535849
2025-06-06,196.0163,197.2231,195.4664,196.6522,43452965
2025-06-09,199.5253,201.1353,197.1062,198.4341,18538130
2025-06-10,197.1867,199.7439,196.9735,198.5517,5223378
2025-06-11,201.3773,202.8717,199.6889,200.2086,38358076
2025-06-12,197.7424,199.9542,196.2916,198.3161,12506417
2025-06-13,198.9514,200.0471,197.4641,199.9414,12070578
2025-06-16,197.9484,199.0212,196.9389,197.1958,22835100
2025-06-17,194.8807,196.8821,193.7084,195.5356,14530317
2025-06-18,196.9294,197.6727,195.2457,195.9571,39418223
2025-06-19,196.5421,197.5984,195.4466,196.2916,21911237
2025-06-20,198.0321,199.9631,197.7743,199.3656,37149614
2025-06-23,196.2382,198.1171,195.5991,196.3467,39316014
2025-06-24,192.5802,194.2757,192.1575,192.6989,32468809
2025-06-25,193.3034,195.6784,192.3037,194.317,46667916
2025-06-26,193.1257,193.8114,191.6544,193.3462,19041665
2025-06-27,195.6702,197.5249,194.439,196.5909,13182837
2025-06-30,195.7106,197.1537,193.7457,194.7353,24773792
2025-07-01,198.6939,200.2946,198.1086,199.1404,31906604
2025-07-02,200.1351,201.0357,199.6621,200.3609,48957394
2025-07-03,201.5025,203.0002,199.8517,199.9199,18597160
2025-07-04,200.3267,201.66,199.6408,200.4457,17957120
2025-07-07,198.1779,200.0458,196.8838,198.8639,28269538
2025-07-08,199.2629,200.8127,199.1098,200.4204,16116633
2025-07-09,196.2613,197.7983,195.8161,196.9655,26819816
2025-07-10,196.1635,197.7292,195.7504,195.8678,10219037
2025-07-11,192.6243,193.2083,191.5632,192.6563,31392335
2025-07-14,189.6245,190.7907,187.9265,189.9895,42648190
2025-07-15,187.3281,187.4432,186.311,186.3298,40865646
2025-07-16,184.5449,185.7657,184.4631,184.9692,15506561
2025-07-17,185.7243,186.0571,184.0228,185.876,44367059
2025-07-18,188.8113,189.5934,186.4395,188.0778,19525175
2025-07-21,188.3534,189.9457,186.6078,188.8078,34731960
2025-07-22,185.6592,187.1942,183.7468,185.1648,30155946
2025-07-23,186.572,187.1575,185.4371,186.4979,11651457
2025-07-24,185.269,186.747,183.266,183.8507,19987934
2025-07-25,186.6375,186.7866,184.6418,185.766,17898970
2025-07-28,186.3326,187.3741,184.356,184.9598,25939799
2025-07-29,186.3998,186.934,184.706,186.8186,40104042
2025-07-30,191.0941,191.8274,188.526,190.13,41294002
2025-07-31,191.9778,192.8208,190.9015,192.0898,40336710
2025-08-01,188.6622,190.4726,188.5101,189.914,35265651
2025-08-04,187.1291,187.7146,186.1193,186.5492,40520657
2025-08-05,190.011,190.1894,187.9228,188.8832,22099346
2025-08-06,187.9649,189.7821,186.5664,187.4133,25155069
2025-08-07,190.5928,192.5838,189.8479,190.8109,19689521
2025-08-08,190.0209,190.7492,189.2716,189.8151,6993078
2025-08-11,193.6914,193.8793,192.602,193.0261,13067570
2025-08-12,194.7246,197.0676,194.5162,195.6907,30249081
2025-08-13,193.2084,193.716,192.0924,192.3997,13934931
2025-08-14,195.1251,195.9364,193.1179,193.4487,13476011
2025-08-15,192.3639,194.2426,190.5805,192.1125,48032832
2025-08-18,189.9342,190.6877,188.1579,188.482,15084143
2025-08-19,189.5742,191.2023,187.0707,188.4106,31949190
2025-08-20,190.3826,193.5646,190.2665,191.8387,39873689
2025-08-21,193.3662,195.0183,192.7951,193.6132,6212956
2025-08-22,190.6505,191.518,189.6815,190.7132,46602968
2025-08-25,191.5665,193.0781,189.0644,190.4319,10147580
2025-08-26,188.8658,190.1542,188.8541,190.0478,5766687
2025-08-27,192.6841,193.9363,190.1754,191.9668,31394740
2025-08-28,194.8817,195.3729,194.3427,194.8576,27016639
2025-08-29,192.6237,192.9786,190.4126,191.788,11559597
2025-09-01,196.0708,196.2157,194.9385,195.7704,43489771
2025-09-02,192.6204,193.9659,190.8233,192.7857,36696842
2025-09-03,191.4015,192.0888,191.039,191.4753,26899210
2025-09-04,189.5223,190.9732,186.6359,188.3516,41320070
2025-09-05,184.8236,187.1067,184.729,185.8449,23008693
2025-09-08,182.3494,183.0105,179.9402,180.9118,28738393
2025-09-09,181.907,182.0843,180.12,180.9153,25969560
2025-09-10,179.6856,180.5814,177.1304,178.133,18023255
2025-09-11,180.1595,180.6131,178.6746,180.602,31306567
2025-09-12,180.3843,181.2488,179.4768,181.0047,29641010
2025-09-15,181.0787,181.496,178.6743,180.0924,24534536
2025-09-16,184.076,184.1643,181.6436,182.582,39490802
2025-09-17,185.3412,187.3879,185.2851,186.572,43825517
2025-09-18,187.6324,187.9312,186.1662,186.8858,31559027
2025-09-19,184.7685,185.8182,182.4284,183.7274,6762530
2025-09-22,184.8663,185.9179,182.2392,183.2491,5303041
2025-09-23,186.4466,187.838,184.8154,185.6567,29706971
2025-09-24,186.3159,188.0944,185.1263,186.4196,38156461
2025-09-25,186.8431,187.8541,186.4843,187.489,7754854
2025-09-26,184.1322,184.7049,182.2823,183.8867,16701230
2025-09-29,185.7932,186.8224,184.6292,185.8165,28045014
2025-09-30,184.818,186.0569,184.6609,186.01,28528811
2025-10-01,186.788,187.5342,185.6253,186.3716,9498664
2025-10-02,184.0346,185.0803,183.1311,184.0559,33139574
2025-10-03,181.1635,182.9991,180.5958,182.1717,27182543
2025-10-06,178.0685,179.7833,176.5391,178.8456,38341499
2025-10-07,175.9974,177.6363,174.373,175.7489,43657437
2025-10-08,173.8782,174.8761,172.1675,174.5482,34715676
2025-10-09,173.3634,173.6187,170.6746,172.1178,6761961
2025-10-10,174.6674,175.2288,173.1829,174.213,39382352
2025-10-13,177.3625,178.3426,175.8572,177.3386,24178602
2025-10-14,177.6689,179.1655,175.4522,176.5359,23546621
2025-10-15,176.1243,176.7047,174.2457,175.671,42174498
2025-10-16,177.4385,177.825,176.8857,177.4955,40181777
2025-10-17,180.1018,181.9878,178.9984,180.719,33514053
2025-10-20,183.4912,185.305,181.036,182.1597,18251301
2025-10-21,178.8519,180.3595,178.1138,178.7614,20516082
2025-10-22,178.852,179.7725,178.2618,179.2439,5437390
2025-10-23,178.9772,180.1435,178.952,179.6678,42550790
2025-10-24,176.6436,176.6803,175.8528,175.935,20696231
2025-10-27,175.6865,175.7361,174.6989,175.6614,25167725
2025-10-28,173.5025,173.9839,172.5606,172.6407,7876983
2025-10-29,174.8275,176.6941,174.6902,176.0702,24466703
2025-10-30,178.4131,179.5982,176.5386,176.9997,41860074
2025-10-31,180.6462,182.1344,179.7039,180.0993,24855783
2025-11-03,180.9702,182.3559,180.4223,180.5347,44548904
2025-11-04,183.0866,183.4909,182.0846,182.8053,16146057
2025-11-05,180.1595,182.3575,178.703,181.4322,18851992
2025-11-06,184.3577,184.7974,181.8558,182.933,49375707
2025-11-07,185.4227,188.3485,185.1035,186.5335,46919117
2025-11-10,185.2647,187.2541,183.5725,186.7323,8597594
2025-11-11,186.0219,187.4714,185.2296,185.5223,6583368
2025-11-12,186.1039,186.5308,183.6043,184.5718,9006401
2025-11-13,182.083,182.4637,179.9975,181.7794,39221560
2025-11-14,183.0339,184.8094,180.7962,182.4992,8741807
2025-11-17,182.1808,184.9941,180.7235,183.269,45558558
2025-11-18,184.4991,185.411,181.5429,183.2921,42409732
2025-11-19,181.9086,183.3002,180.6623,181.3906,11574269
2025-11-20,181.2784,182.061,179.6054,180.6785,20379346
2025-11-21,179.2175,179.8293,177.609,178.6952,15043605
2025-11-24,179.3589,180.9634,178.8315,179.0875,42733884
2025-11-25,183.3064,184.7374,182.0546,182.1104,42006725
2025-11-26,185.2112,186.8732,183.3871,184.5883,49102316
2025-11-27,184.3242,185.1002,181.7382,183.3299,26653256
2025-11-28,181.6236,181.6762,181.2674,181.4287,7045642
2025-12-01,182.0916,183.2931,181.7513,182.2564,20467193
2025-12-02,181.8979,183.1418,181.4843,181.551,46363077
2025-12-03,178.6777,178.9336,177.8583,178.1176,44992885
2025-12-04,179.4607,179.7206,178.0628,179.6808,16688611
2025-12-05,179.801,180.766,178.1957,178.9154,48814862
2025-12-08,180.554,180.5956,179.4694,179.7734,25136620
2025-12-09,181.7422,183.9831,180.0013,182.8596,13046774
2025-12-10,179.8706,180.4422,179.2516,179.8052,37680585
2025-12-11,182.1029,182.6038,181.3575,182.0895,24055462
2025-12-12,182.8315,184.6121,180.5436,182.3254,29026693
2025-12-15,186.1049,188.4479,185.2464,186.8723,39196851
2025-12-16,186.9019,188.3768,186.5207,188.032,19679364
2025-12-17,185.0041,186.0975,183.9581,184.1619,32837664
2025-12-18,186.5415,187.5776,185.2662,186.5489,9004868
2025-12-19,187.103,189.4933,186.6021,188.2705,23121068
2025-12-22,183.2303,184.774,182.9321,183.9106,6425860
2025-12-23,188.3079,189.2352,186.4661,188.2917,42478953
2025-12-24,187.8038,188.3982,186.495,187.3658,24608996
2025-12-25,191.8911,192.2524,188.7807,190.1399,18038117
2025-12-26,188.5846,190.4683,187.8074,188.144,10967589
2025-12-29,184.7104,187.2055,183.8245,185.46,5704393
2025-12-30,185.371,186.4448,183.8772,185.8487,15481396
2025-12-31,185.1746,185.8387,182.5141,183.8713,35071830
